127,  According to TOGAF in which sequence should Application Architecture and Data Architecture be developed in Phase C?  ,A) Application Architecture should be developed first then Data Architecture,B) Application Architecture should be developed concurrently with Data Architecture,C) Data Architecture should be developed first then Application Architecture,D. Application Architecture and Data Architecture may be developed in either sequence,,D
128,  Which of the following best completes the sentence? The Architecture Repository __________________.    ,A) is used to store different classes of architectural output created by the ADM,B) is a categorisation mechanism for classifying architecture and solution artifacts,C) is a detailed model of architectural work products including deliverables and artifacts,D) is an architecture of generic functions and services,E) is a set of resources to help establish an architecture capability within an organization,A
129,  What level of the Architecture Landscape provides a long-term summary view of the entire enterprise?    ,A) Capability Architecture,B) Operational Architecture,C) Segment Architecture,D) Strategic Architecture,E) Tactical Architecture,D
130,  A key step in validating a proposed target architecture is to consider what may have been forgotten. What technique does TOGAF recommend to address this issue?    ,A) Business Transformation Readiness Assessment,B) Business Value Assessment Technique,C) Capability-Based Planning,D) Communications and Stakeholder Management,E) Gap Analysis,E
131,  Complete the sentence. In the Preliminary Phase all of the following are part of preparing the organization to undertake successful enterprise architecture except __________.  ',A) defining architecture principles,B) defining relationships between management frameworks,C) defining the enterprise,D) evaluating the enterprise architecture maturity,E) identifying stakeholders and their concerns,E
132,  Which phase of the ADM establishes a set of Principles?      ,A) Preliminary Phase,B) Phase A,C) Phase D,D) Phase G,E) Phase H,A
133,  In which Phase of the ADM does the business scenario technique figure most prominently?      ,A) Preliminary,B) Architecture Vision,C) Business Architecture,D) Information Systems Architectures,E) Technology Architecture,B
134,  Which one of the following best describes the Architecture Vision document?      ,A) An agreement between development partners and the sponsor on architecture deliverables,B) A description of how the new capability will address stakeholder concerns,C) A description of the scope and approach for completion of the architecture project,D) A set of quantitative statements outlining requirements on the implementation,E) A set of rules and guidelines to support fulfilling the mission of the organization,B
135,"  Which of the following best describes TOGAF?     ""Pass Any Exam. Any Time."" - www.actualtests.com 20",A) An abstract framework for the development of standards and processes for a business architecture,B) A collection of components organized to accomplish a specific set of functions,"C) A process model, best practices and assets to aid production, use and maintenance of enterprise architectures",D) A reference model containing taxonomy defining terminology for an enterprise architecture together with an associated graphic,E) A system development lifecycle method for software engineering,C
136,  Which ADM phase establishes the connection between the architecture organization and the implementation organization through the Architecture Contract?    ,A) Phase E,B) Phase F,C) Phase G,D) Phase H,E) Requirements Management,C
137,  Which one of the following statements about the Requirements Management phase is true?      ,A) All requirements fed into the phase are prioritized and those of low priority are deferred until the next iteration of the ADM cycle,B) The phase generates the requirements for a given ADM cycle using the Business Scenario technique,"C) The phase manages the flow of requirements, storing them, and feeding them in and out of the relevant ADM phases","D) The phase operates like a waiting room, and all requirements fed in to the phase must be, resolved by the end of the current ADM cycle",E) The phase resolves the requirements that are fed into it from the other ADM phases,C
138,  Which section of the TOGAF template for defining principles should highlight the requirements for carrying out the principle?    ,A) Implications,B) Name,C) Rationale,D) Statement,,A
139, Which one of the following best describes the next step in an Architecture Compliance Review once the scope of the review has been determined?    ,A) Interview the project principals to obtain background information,B) Prepare the Architecture Compliance Review report,C) Schedule the Architecture Review meeting,D) Send the assessment report to the Architecture Review co-ordinator,E) Tailor the checklists to address business requirements,E
140,"  Complete the sentence. During the implementation of an architecture if the original Architecture Definition and requirements are not suitable, a ____ may be submitted to initiate further,  architecture work.  ",A) Capability Assessment,B) Change Request,C) Requirements Impact Analysis,D) Statement of Architecture Work,,B
141,  Complete the sentence. All of the following describe a purpose of an Architecture Compliance review except ______________.  ,A) determining the technical readiness of a project,B) ensuring the application of best practices,C) identifying business transformation risks for an architecture project,D) identifying errors in an architecture project,E) identifying where architecture standards require modification,C
142,"  According to TOGAF which of the following steps in Phases B, C,  and D occurs before development of the baseline or target architectures?  ",A) Conduct formal stakeholder review,B) Create Architecture Definition Document,C) Define Roadmap components,D) Perform gap analysis,"E) Select reference models, viewpoints and tools",E
143,  Which ADM phase is responsible for assessing the performance of the architecture and making recommendations for change?    ,A) Phase A,B) Phase E,C) Phase F,D) Phase G,E) Phase H,E
144,  Which model within TOGAF is intended to assist with the release management of the TOGAF specification?    ,A) The Capability Maturity Model,B) The Document Categorization Model,C) The Integrated Infrastructure Information Model,D) The Organizational Model for Enterprise Architecture,E) The Technical Reference Model,B
145,  Which ADM phase provides architectural oversight of the implementation?      ,A) Preliminary Phase,B) Phase A,C) Phase E,D) Phase G,E) Phase H,D
146,  Complete the sentence. The Solutions Continuum represents implementations of the architectures at corresponding levels of the _______________.    ,A) Architecture Capability,B) Architecture Continuum,C) Architecture Landscape,D) Architecture Metamodel,E) Architecture Repository,B
147,  According to TOGAF how is the Enterprise Continuum used in organizing and developing an architecture?  ,A) To aid communication and understanding between architects,B) To coordinate with the other management frameworks in use,C) To describe how an architecture addresses stakeholder concerns,D) To evaluate how best to develop and implement an architecture,E) To help identify and understand business requirements,A
148,"  Which one of the following provides a foundation for making architecture and planning decisions framing policies,  procedures,  and standards and supporting resolution of contradictory situations?",A) Architecture principles,B) Buy lists,C) Procurement policies,D) Requirements,E) Stakeholder concerns,A
149,  According to TOGAF which of the following best describes the purpose of the Architecture Roadmap?  ,A) To ensure that architecture information is communicated to the right stakeholders at the right time,B) To evangelize the architecture to the end user community,C) To govern the architecture through to implementation,D) To keep the Architecture Review Board informed of changes to the architecture,E) To show progression of change from the Baseline Architecture to the Target Architecture,E
150,  What technique does TOGAF recommend that focuses on achieving business outcomes rather than just technical deliverables?    ,A) Business Transformation Readiness Assessment,B) Business Value Assessment Technique,C) Capability-Based Planning,D) Communications and Stakeholder Management,E) Quality Function Deployment,C
151,  Which model within TOGAF is closely related to the concept of Boundaryless Information Flow?      ,A) The ARTS data model,B) The Architecture Governance Framework,C) The Enterprise Continuum,D) The Integrated Information Infrastructure Model,E) The TOGAF Technical Reference Model,D
152,  Which one of the following does TOGAF state is an objective for Phase A: Architecture Vision?      ,A) To create an implementation and migration strategy,B) To establish an architecture change management process,C) To priorities work packages and projects,"D) To validate the business principles, goals, drivers and key performance indicators",,D
153,  In which of the following ADM Phases do building blocks become implementation-specific?      ,A) Phase A,B) Phase B,C) Phase C,D) Phase D,E) Phase E,E
154,  Which of the following best describes an approach for adapting the ADM in the situation where business principles dictate that a packaged solution be used?    ,A) Completion of the Business Architecture should follow the Information Systems Architecture,B) Create an Architecture Vision and then a detailed Business Architecture,"C) Produce a ""cut-down"" version of the ADM suitable to the resources available","D) Tailor the ADM in conjunction with another architecture framework that has deliverables specific, to the vertical sector","E) Tailor the ADM to reflect the relationships with and dependencies on other management, processes within the organization",A
155,  Which Architecture domain is recommended to be the first architecture work undertaken in the ADM cycle?    ,A) Application Architecture,B) Business Architecture,C) Data Architecture,D) Technology Architecture,,B
156,"  Complete the sentence. According to TOGAF all of the following are responsibilities of an Architecture Board,  except ______________________.  ",A) Ensuring consistency between sub-architectures,B) Ensuring flexibility of the enterprise architecture to meet business needs,C) Improving the maturity of the organizations architecture discipline,D) Monitoring of architecture contracts,E) Preparing architecture review reports,E
157, Which section of the TOGAF document contains a structured metamodel for architectural artifacts?    ,A) Part II: Architecture Development Method,B) Part III: ADM Guidelines and Techniques,C) Part IV: Architecture Content Framework,D) Part VI: TOGAF Reference Models,E. Part VII: Architecture Capability Framework,C
158,  Which of the following statements about TOGAF Building Blocks is true?      ,A) A good Building Block should not be composed of other Building Blocks,B) Architecture Building Blocks should be first selected in Phase D,C) Building Block specifications should be loosely coupled to implementation,D) Custom developments are known as Architecture Building Blocks,,C
159,    According to TOGAF which of the following is a characteristic of a Foundation Architecture?  ,A) It contains only solution building blocks,B) It contains business functions and processes specific to a particular industry sector,C) It contains building blocks and their corresponding standards,"D) It includes a model of application components and application services software, including brokering applications","E) It includes models for common high-level business functions, such as supply chain management",C
160," Complete the sentence. TOGAF covers the development of four architecture domains Business, Data, Technology and ___________.",A) Application,B) Capability,C) Segment,D) Transition,E) Vision,A
161, Which of the following describes an objective of Phase G: Implementation Governance?    ,A) Finalize the Implementation and Migration Plan,B) Establish the recourses for architecture governance,C) Ensure conformance for the target architecture,D) Operate the governance framework,E) Develop the Target Technology Architecture,C
162, Which of the following best describes the purpose of the Statement of Architecture Work?    ,A) It contains an assessment of the current architecture requirements,B) It defines the scope and approach to complete an architecture project,C) It is sent from the sponsor and triggers the start of an architecture development cycle,D) It provides a high-level aspirational view of the end architecture project,E) It provides a schedule for implementation of the target architecture,B
163,Which of the following describes en objective of the Preliminary Phase?,A) Develop a vision of the proposed enterprise architecture,B. Document the baseline architecture,C) Obtain approval for the Statement of Architecture Work,D) Operate the governance framework,E) Select and implement tools,E
164, In which part of the ADM cycle do building block gaps become associated with work packages that will address the gaps?  ,A) Preliminary Phase and Phase A,"B) Phases B, C and D",C) Phase E,D. Phase F,E. Phases G and H,C
165, Which of the following is a responsibility of an Architecture Board?    ,A) Allocating resources for architecture projects,B) Creating the Statement of Architecture Work,C) Enforcement of architecture compliance,D) Determining the scope of an architecture compliance review,E) Conducting assessments of the maturity level of architecture discipline within the organization,C
166, According to TOGAF which of the following is the reason why Business Architecture is recommended to be first architecture developed?,A) It contains a high level description of the business strategy for the organization,B) It is the key document describing how the new architecture capability will meet the business goals,C) It provides prerequisite knowledge for undertaking work in the other architecture domains,D) It mobilizes operations to support the ongoing business architecture development,,C
167, Which of the following best describes the Integrated Information Infrastructure Reference Model?    ,A) It can be used to determine the capability level of an enterprise,B) It is a deliverable from Phase A,C) It is an Application Architecture Reference Mode!,D) It provides a conceptual structure for architecture governance,E) It supports all the Common Systems Architectures,C
168, Complete the sentence. The practice by which the enterprise architecture is managed and controlled at an enterprise level is known as____________.  ,A) Architecture governance,B) Corporate governance,C) IT governance,D) Portfolio management,E) Technology governance,A
169, Which of the following best describes the TOGAF classification in Phase H for a re-architecting change?  ,A) A change driven by a requirement to derive additional value from the existing investment,B) A change driven by a requirement to increase investment in order to create new value for exploitation,C) A change driven by a requirement to reduce costs,D) A change driven by a requirement to reduce investment,E) A change driven by a requirement to re-align with the business strategy,B
170, Which of the following best describes the purpose of the Business Transformation Readiness Assessment technique?  ,A) To determine if the organization is ready to undergo change,B) To determine if the stakeholders support the implementation plan,C) To ensure that there are adequate trained engineers to develop the solution,D) To ensure that there is sufficient funding to execute the transformation,E) To plan the migration steps needed to achieve the transformation,A
171, In which ADM phase is the Implementation and Migration Plan coordinated with other frameworks?  ,A) Phase A,B) Phase E,C) Phase F,D) Phase G,E) Phase H,C
172, Which of the following is described by the TOGAF Architecture Content Framework as a type of artifact that shows lists of things?  ,A) Building Block,B) Catalog,C) Diagram,D) Matrix,E) Deliverable,B
173, According to TOGAF which of the following types of architecture has major characteristics that include open system standards and general building blocks?,A) Common Systems Architecture,B) Foundation Architecture,C) Industry Architecture,D) Organization-Specific Architecture,,B
174, TOGAF uses a version numbering convention to illustrate the evolution of the Baseline and Target Architecture Definitions. Which version number in this convention indicates a formally reviewed  detailed architecture?,A) Version 0.1,B) Version 0.5,C) Version 0.9,D) Version 1.0,E) Version 1.5,D
175, Which of the following best describes the TOGAF Architecture Development Method?    ,A) A process for managing architecture requirements,B) A classification mechanism for architectures and solutions,C) A process for managing and controlling change at an enterprise-wide level,D) A view of the Architecture Repository,E) A process for developing an organization-specific enterprise architecture,E
176, Which of the following best describes the need for the ADM process to be governed?    ,A) To build a top-down all inclusive architecture description,B) To enable development of reference architectures,C) To enable the architecture domains to be integrated,D) To ensure that the method is being applied correctly,,D
177, Which one of the following is an objective of Phase A Architecture Vision?  ,A) Defining architecture principles,B) Defining relationships between management frameworks,C) Defining the enterprise,D) Evaluating the enterprise architecture maturity,E) Identifying stakeholders and their concerns,E
178, Which of the following does TOGAF recommend for use in developing the Architecture Vision?    ,A) Architecture principles,B) Business scenarios,C) Business Transformation Readiness Assessment,D) Capability-based planning,E) Gap analysis,B
179, Which one of the following is considered a relevant architecture resource in Phase D?    ,A) Generic application models relevant to the organizations industry sector,B) Generic business models relevant to the organizations industry sector,C) Generic data models relevant to the organizations industry sector,D) Generic technology models relevant to the organizations industry sector,,D
180,"n which section of the TOGAF template for Architecture Principles would a reader find the answer to the question of  'How does this affect me""?",A) Implications,B) Name,C) Rationale,D) Statement,,A
181, According to TOGAF which of the following terms is defined as the key interests that are crucially important to stakeholders?,A) Concerns,B) Principles,C) Requirements,D) Views,E) Viewpoints,A
182, When using a cycle of the ADM to establish an Architecture Capability as described in TOGAF Part VII which architecture would describe the infrastructure requirements?,A) Application Architecture,B) Business Architecture,C) Data Architecture,D) Technology Architecture,E) Transition Architecture,D
183, Which of the following best describes the class of information known as the Reference Library within the Architecture Repository?  ,A) A description of the organization specific architecture framework and method,B) A record of the governance activity across the enterprise,C) Guidelines and templates used to create new architectures,D) Processes to support governance of the Architecture Repository,E) Specifications to which architectures must conform,C
184," Complete the sentence. TOGAF defines five criteria for a good set of principles: Understandable Robust, Complete, Consistent and ____________.",A) Agile,B) Dynamic,C) Comprehensive,D) Rational,E) Stable,E
185, Complete the sentence. According to TOGAF a ______________is a representation of a system from the perspective of a related set of_____________.,"A) view, concerns","B) viewpoint, views","C) view, requirements","D) view, stakeholders",,A
186, Which of the following best describes the Standards Information Base?    ,A) A repository area holding a description of the organization specific architecture framework and method,B) A repository area holding a record of the governance activity across the enterprise,C) A repository area holding guidelines and templates used to create new architectures,D) A repository area holding processes to support governance of the Architecture Repository,E) A repository area holding specifications to which architectures must conform,E
187, Which of the following best describes the purpose of the Gap Analysis technique?    ,A) To determine service levels for the architecture,B) To establish quality metrics for the architecture,C) To identify commercial building blocks to be purchased,D) To identify missing functions,E) To validate nonfunctional requirements,D
188, Which of the following describes how the Enterprise Continuum is used when developing an enterprise architecture?  ,A) To coordinate with the other management frameworks in use,B) To describe how an architecture addresses stakeholder concerns,C) To identify and understand business requirements,D) To provide a system for continuous monitoring,E) To structure re-usable architecture and solution assets,E
189, Complete the sentence by selecting the applicable pair of words. A/an _____is used in Phase A to help identify and understand business _____that the architecture has to address.  ,"A) activity model, perspective","B) business scenario, requirements","C) use case, interconnectors","D) view, concerns","E) business transformation readiness assessement, constraints",B
190, According to TOGAF which of the following best describes the purpose of an Architecture Roadmap?,A) To act as a deliverable container for artifacts created during a project,B) To ensure that architecture information is communicated to the right stakeholders at the right time,C) To govern the architecture throughout its implementation process,D) To provide a high-level view of the end architecture product,E) To show progression of change from the Baseline Architecture to the Target Architecture,E
191, According to TOGAF which of the following best describes an Architecture Pattern?  ,A) A detailed description of the interfaces between building blocks,B) An implementation specific solution building block,C) A package of functionality defined to meet the business needs of the organization.,D) A way to put building blocks together into context,E) A work product describing an aspect of an architecture,D
192, Complete the sentence. The TOGAF risk categorization after the implementation of mitigating actions is known as the level of risk.  ,A) Critical,B) Initial,C) Intermediate,D) Residual,E) Unmitigated,D
193, Which of the following statements best describes the Requirements Management process?    ,A) It is used to develop requirements for Transition Architectures that deliver business value,B) It is used to dispose of address and prioritize architecture requirements,C) It is used to establish requirements for Phase A,D) It is used to manage architecture requirements throughout the ADM cycle,E) It is used to review business requirements,D
194," Which of the following does TOGAF describe as ""a formal description of a system or a detailed plan of the system at component level to guide its implementation""?",A) Architecture,B) Artifact,C) Deliverable,D) Model,E) View,A
195," Complete the sentence. The Architecture Landscape is divided into three levels Strategic,  Segment and ____________.",A) Baseline,B) Capability,C) Solution,D) Target,E) Transition,B
196, In Phases B C and D which is the final step in each phase?,A) Conduct formal stakeholder review,B) Create Architecture Definition Document,C) Define Roadmap components,D) Perform gap analysis,"E) Select reference models, viewpoints and tools",B
197, Which part of TOGAF describes taxonomies for categorizing the outputs of architecture activity in terms of reuse? ,A) ADM Guidelines and Techniques,B) Architecture Capability Framework,C) Architecture Development Method,D) Enterprise Continuum & Tools,,D
198, Which of the following describes a purpose of an Architecture Compliance review?    ,A) Identifying business transformation risks for an architecture project,B) Identifying errors in the project architecture,C) Identifying relationships between management frameworks,D) Identifying stakeholders and their concerns,,B
199, Complete the sentence: TOGAF provides a set of reference materials for establishing an architecture function within an organization known as the_________.  ,A) Architecture Capability Framework,B) Architecture Content Framework,C) Architecture Landscape,D) Architecture Repository,E) Architecture Roadmap,A
200, Which of the following does TOGAF describe as a package of functionality defined to meet business needs across an organization?  ,A) An application,B) An architecture viewpoint,C) A building block,D) A deliverable,E) A solution architecture,C
201, According to TOGAF which document should incorporate the actions arising from the Business Transformation Readiness Assessment technique?,A) Architecture Road map,B) Architecture Requirements Specification,C) Communications Plan,D) Implementation and Migration Plan,E) Implementation Governance Model,D
202, Which of the following best describes the purpose of the Architecture Vision?    ,A) It contains an assessment of the current architecture requirements,B) It defines the scope and approach to complete an architecture project,C) It is sent from the sponsor and triggers the start of an architecture development cycle,D) It provides a high-level aspirational view of the end architecture project,E) It provides a schedule for implementation of the target architecture,D
203, TOGAF Part VII Architecture Capability Framework recommends use of an ADM cycle for establishing an architecture practice. In this scenario which architecture would describe the organizational structure for the architecture practice?,A) Application Architecture,B) Business Architecture,C) Data Architecture,D) Technology Architecture,,B
204, Which of the following best describes a purpose of the Business Scenarios technique?    ,A) To catch errors in a project architecture early,B) To guide decision making throughout the enterprise,C) To help identify and understand requirements,D) To highlight shortfalls between the baseline and target architectures,E) To mitigate risk when implementing an architecture project,C
205, Complete the sentence. The Requirements Management process is used to______.    ,A) develop requirements for Transition Architectures that deliver business value,"B) dispose of, address and prioritize architecture requirements",C) organize architecture requirements throughout the ADM cycle,D) review business requirements,E) validate requirements between ADM phases,C
206,Which of the following describes the TOGAF Technical Reference Model?,A) A Common Systems Architecture,B) A Foundation Architecture,C) An Industry-Specific Architecture,D) An Organization-Specific Architecture,E) A Solution Architecture,B
207, Which of the following is an objective of the Preliminary Phase?    ,A) Develop the Architecture Vision document,B) Draft the Implementation and Migration Plan,C) Ensure conformance requirements for the target architecture are defined,D) Establish the Organizational Model for enterprise architecture,E) Operate the governance framework,D
208, Which of the following best describes the class of information known as the Architecture Capability within the Architecture Repository?  ,A) A description of the organization specific architecture framework and method,B) A record of the governance activity across the enterprise,C) Guidelines and templates used to create new architectures,D) Processes to support governance of the Architecture Repository,E) Specifications to which architectures must conform,D
209, Complete the sentence. According to TOGAF an objective of Phase G Implementation Governance is to______________.,A) assess the performance of the architecture and make recommendations for change,B) ensure the baseline architecture continues to be fit-for-purpose,C) ensure conformance with the defined architecture by the implementation projects,D) establish an architecture change management process for the architecture finalized in the previous ADM phase,E) operate the governance framework,C
210, According to TOGAF which of the following activities is described as part of the approach in the Preliminary Phase of the ADM?,A) Creating the Architecture Vision deliverable,B) Defining a set of Architecture Principles,C) Developing an Architecture Contract,D) Extending the business scenario with business modeling,E) Preparing a consolidated Gap Analysis,B
211, Which of the following describes the TOGAF classification in Phase H for a simplification change?    ,A) A change driven by a requirement to derive additional value from the existing investment,B) A change driven by a requirement to increase investment in order to create new value for exploitation,C) A change driven by a requirement to reduce investment,D) A change driven by a requirement to re-align with the business strategy,E) A change driven by a requirement to simplify communication between stakeholders,C
212, In Phases B C and D which is the first step in each phase?,A) Conduct formal stakeholder review,B) Create Architecture Definition Document,C) Define Roadmap components,D) Perform gap analysis,"E) Select reference models, viewpoints and tools",E
213," ""Complete the sentence. The ADM can be viewed as the process of populating the enterprises"" own _______________with relevant re-usable building blocks taken from the more generic side of the Enterprise Continuum.",A) Architecture Repository,B) Architecture Requirements,C) Implementation and Migration plan,D) Standards Information Base,E) Strategic Architecture,A
214, Which of the following best describes the concept of Boundaryless Information Flow?    ,A) Enabling the vision of an integrated information infrastructure,"B) Getting information to the right people at the right time in a secure, reliable and timely manner",C) Enabling effective global communications between countries,D) Enabling the flow of information to all stakeholders,"E) Providing a visual representation of information provider, consumer and brokering applications",B
215,"According to TOGAF, which of the following terms describes people who have key roles in, or concerns about, a system?",A) consumer,B) CxOs,C) lead architect,D) sponsor,E) stakeholder,E
216, In which phase of the ADM cycle do building blocks become implementation-specific?    ,A) Phase A,B) Phase B,C) Phase C,D) Phase D,E) Phase E,E
217, According to TOGAF which of the following best describes the purpose of an Architecture Definition Document?,A) To act as a deliverable container for artifacts created during a project,B) To ensure that architecture information is communicated to the right stakeholders at the right time,C) To govern the architecture throughout its implementation process,D) To provide a high-level view of the end architecture product,E) To show progression of change from the Baseline Architecture to the Target Architecture,A
218, Complete the sentence: Building Blocks that are viewed as being at the left-hand side of the Solutions Continuum are known as________.  ,A) Common Systems Solutions,B) Foundation Solutions,C) Industry Solutions,D) Organization-Specific Solutions,E) Strategic Solutions,B
219, Which of the following best describes the TOGAF Architecture Governance Framework?    ,A) An approach to ensure the effectiveness of an organizations architectures,"B) An architecture of building blocks and corresponding standards, together with associated graphics",C) An example set of Architecture Principles,D) A reference model that includes information provider applications and brokering applications,E) A model intended to assist with the release management of the TOGAF specification itself,A
220,Complete the sentence. The Enterprise Continuum provides methods for classifying architecture artifacts as they evolve from.,A) Foundation Architectures to re-usable architecture assets,B) generic architectures to Oganization-Specific Architectures,C) generic solutions to Industry Models,D) generic architectures to reusable Solution Building Blocks,E) Solutions Architectures to Solution Building Blocks,B
221, Which of the following describes an objective of Phase F: Migration Planning Phase?    ,A) Develop a Target Technology Architecture,B) Consolidate the Gap Analysis results from Phases B through D,C) Generate and gain consensus on an initial Architecture Roadmap,D) Coordinate the Implementation and Migration Plan with other frameworks,E) Operate the governance framework and manage an architecture contract,D
222," Complete the sentence. TOGAF covers the development of four architecture domains Application Business,  Data and  __________.",A) Capability,B) Segment,C) Technology,D) Transition,E) Vision,C
223, Which of the following best describes a purpose of the Gap Analysis technique?    ,A) To catch errors in a project architecture early,B) To guide decision making throughout the enterprise,C) To help identify and understand business requirements,D) To highlight shortfalls between the baseline and target architectures,E) To mitigate risk when implementing an architecture project,D
224, According to TOGAF which of the following define general rules and guidelines for the use of assets across the enterprise?,A) Architecture principles,B) Business scenarios,C) Functional Requirements,D) Procurement policies,E) Stakeholder concerns,A
225, Which ADM Phase includes obtaining approval for the Statement of Architecture Work?    ,A) Preliminary Phase,B) Phase A: Architecture Vision,C) Phase B: Business Architecture,D) Phase F: Migration Planning,E) Phase G: Implementation Governance,B
226, Which section of the TOGAF template for Architecture Principles highlights the requirements for carrying out the principle?  ,A) Implications,B) Name,C) Rationale,D) Statement,,A
227, TOGAF uses a version numbering convention to illustrate the evolution of the Baseline and Target Architecture Definitions. Which version number in this convention indicates a high-level outline of the architecture?,A) Version 1.0,B) Version 0.9,C) Version 0.5,D) Version 1.5,E) Version 0.1,E
228, In which ADM phase is the goal to ensure that the architecture achieves its original target business value?  ,A) Phase E,B) Phase F,C) Phase G,D) Phase H,E) Preliminary Phase,D
229, Which ADM phase starts with the receipt of a Request for Architecture Work from the sponsoring organization?  ,A) Phase A,B) Phase B,C) Phase H,D) Preliminary Phase,E) Requirements Management,A
230, Which of the following is described by the TOGAF Architecture Content Framework as a type of artifact that shows relationships between things?  ,A) Building Block,B) Catalog,C) Diagram,D) Matrix,E) Deliverable,D
231," Complete the sentence. TOGAF defines five criteria for a good set of principles: Complete Consistent, Stable,  Understandable and_______.",A) Agile,B) Dynamic,C) Comprehensive,D) Robust,E) Strategic,D
232, Which one of the following best describes an Architecture Compliance Review?    ,A) A review of an architecture project against established criteria and business objectives,B) A review of the plans for enterprise transformation,C) A review of the ability to share information and services,D) A review of the readiness of an organization to accept change,E) A review to highlight the shortfall between baseline and target architectures,A
233," Complete the sentence. The Architecture Landscape is divided into three levels Capability, Segment and _______.",A) Baseline,B) Solution,C) Strategic,D) Target,E) Transition,C
234, Which of the following is a re-usable artifact that is used to create architecture models addressing stakeholder concerns?  ,A) Catalog,B) Matrix,C) Diagram,D) View,E) Viewpoint,D
235, Complete the sentence. TOGAF describes the role of an Architecture Contract as_______.    ,A) an agreement between development partners and sponsors on the architecture deliverables,B) a plan to ensure that architecture information is communicated to the right stakeholders at the right time,C) a set of general rules and guidelines to support development of the enterprise architecture,D) a timeline showing progression from the Baseline Architecture to the Target Architecture,,A
236," Which of the following does TOGAF describe as ""the structure of components their inter- relationships,  and the principles guiding their design and evolution over time""?",A) View,B) Artifact,C) Model,D. Deliverable,E. Architecture,E
237, Which part of TOGAF describes a step-by-step approach to developing an enterprise architecture?  ,A) ADM Guidelines and Techniques,B) Architecture Capability Framework,C) Architecture Content Framework,D) Architecture Development Method,E) Enterprise Continuum & Tools,D
238, Which of the following does TOGAF provide as a set of reference materials for establishing an architecture function within an organization?  ,A) Architecture Content Framework,B) Technical Reference Model,C) Integrated Information Infrastructure Reference Model,D) Architecture Development Method,E) Architecture Capability Framework,E
239, Which of the TOGAF architecture development phases is the first phase of an architecture development cycle defines the scope for an engagement and identifies the stakeholders?,A) Architecture Change Management,B) Architecture Vision,C) Business Architecture,D) Preliminary Phase,E) Technology Architecture,B
240, Which of the following does the TOGAF ADM recommend for use in developing the Architecture Vision?  ,A) Architecture Principles,B) Business Scenarios,C) Interoperability Analysis,D) Migration Planning Techniques,E) Risk Management Techniques,B
241, Which of the following does the TOGAF document define as architectural work product that describes an aspect of the architecture?  ,A) Application Platform Interface,B) Artifact,C) Building Block,D) Deliverable,E) Framework,B
242, Which part of the TOGAF document describes taxonomies for categorizing the outputs of architecture activity?  ,A) ADM Guidelines and Techniques,B) Architecture Capability Framework,C) Architecture Development Method,D) Enterprise Continuum & Tools,,D
243,   Which of the following is described by the TOGAF document as â€œa detailed plan of the system at component level to guide its implementationâ€?,A) Architecture,B) Artifact,C) Deliverable,D) Model,E) View,A
244, Complete the sentence. The Standards Information Base is a repository area that ___________.    ,"A) defines the parameters, structures, and processes to support governance of the Architecture Repository",B) describes the organization specific architecture framework and method,C) lists the set of specifications to which architectures must conform,D) provides a record of the governance activity across the enterprise,"E) provides guidelines, template and patterns used to create new architectures",C
245, Which of the following does the TOGAF document describe as the risk categorization prior to determining and implementing mitigating actions?  ,A) The critical level of risk,B) The initial level of risk,C) The intermediate level of risk,D) The mitigated level of risk,E) The residual level of risk,B
246,"In Phases B, C, and D of the ADM cycle the first step defined is to select reference models, viewpoints, and tools. Which of the following is the next step in each of these phases?",A) Conduct formal stakeholder review,B) Create Architecture Definition Document,C) Develop Baseline Architecture,D) Perform gap analysis,E) Resolve impacts across the Architecture Landscape,C
247, In which part of the ADM cycle are building blocks evolved using a common platform of steps?    ,A) Preliminary Phase rid Phase A,"B) Phases B, C and D",C) Phases E and F,D) Phases Grid H,,B
248,   Which section of the TOGAF template for Architecture Principles should describe situations where one principle would be given precedence over another?,A) Implications,B) Name,C) Rationale,D) Statement,E) Trade-oils,C
249," Complete the sentence. The Architecture Landscape is divided into three levels Strategic Architectures,  Segment Architectures and _____________.",A) Baseline Architectures,B) Capability Architectures,C) Solution Architectures,D) Target Architectures,E) Transition Architectures,B
250, The TOGAF ADM uses a version numbering convention to illustrate the evolution of Baseline and Target Architecture Definitions. What does Version 1.0 indicate according to this convention?  ,A) A high-level outline architecture,B) A preliminary outline architecture,"C) A formally reviewed, detailed architecture","D) A draft, detailed architecture","E) A formally reviewed, preliminary architecture",C
251, Which of the following types of architecture defines technology standards for building blocks and provides direction for products and services?    ,A) Common Systems Architecture,B) Foundation Architecture,C) Industry Architecture,D) Organization-Specific Architecture,E) Transition Architecture,B
252, Which one of the following best describes the purpose of the Communications Plan?    ,A) To act as a deliverable container for artifacts created during a project,B) To ensure that information is communicated to the right stakeholders at the right time,C) To ensure that the results of a Compliance Assessment are distributed to the Architecture Board,D) To inform the Architecture Board of changes to the architecture,E) To show progression of change from the Baseline Architecture to the Target Architecture,C
253, TOGAF Part VII Architecture Capability Framework recommends use of an ADM cycle for establishing an architecture practice. In this scenario which architecture would describe the organizational structure for the architecture practice?,A) Application Architecture,B) Business Architecture,C) Data Architecture,D) Technology Architecture,E) Transition Architecture,B
